Wall time,Step,Value
1732905261.3731098,1,0.9391183853149414
1732905265.381962,2,0.9849772453308105
1732905269.4595194,3,0.9907096028327942
1732905273.488133,4,0.9903143048286438
1732905277.3462894,5,0.9911049604415894
1732905281.3451965,6,0.9863609671592712
1732905285.2623315,7,0.9915003180503845
1732905289.2785788,8,0.9883376359939575
1732905293.1220515,9,0.990511953830719
1732905297.16639,10,0.9932792782783508
1732905301.2289317,11,0.9948606491088867
1732905305.3271205,12,0.9948606491088867
1732905309.3492851,13,0.9948606491088867
1732905313.176699,14,0.9948606491088867
1732905317.0349302,15,0.9948606491088867
1732905320.8753946,16,0.9948606491088867
1732905324.941377,17,0.9948606491088867
1732905329.1594493,18,0.9948606491088867
1732905336.552908,19,0.9948606491088867
1732905343.9122062,20,0.9948606491088867
1732905351.5430884,21,0.9948606491088867
1732905358.3706963,22,0.9948606491088867
1732905365.5123851,23,0.9918956160545349
1732905372.6502738,24,0.9950582981109619
1732905380.967526,25,0.9950582981109619
1732905389.2975495,26,0.9950582981109619
1732905398.38489,27,0.9950582981109619
1732905402.319319,28,0.9954536557197571
1732905406.3821797,29,0.9954536557197571
1732905410.2772915,30,0.9954536557197571
1732905414.2030506,31,0.9954536557197571
1732905418.032339,32,0.9250839948654175
1732905421.8421152,33,0.9899189472198486
1732905425.6703575,34,0.9950582981109619
1732905429.527421,35,0.9938722848892212
1732905433.3958972,36,0.9930816292762756
1732905437.276381,37,0.9916979670524597
1732905441.151853,38,0.9954536557197571
1732905445.042012,39,0.9954536557197571
1732905448.9430058,40,0.9954536557197571
1732905452.8594127,41,0.9942676424980164
1732905456.7395892,42,0.9954536557197571
1732905460.6458323,43,0.9954536557197571
1732905464.7307062,44,0.9922909736633301
1732905468.7628276,45,0.9922909736633301
1732905478.1628513,46,0.9922909736633301
1732905487.3101358,47,0.9922909736633301
1732905496.6464174,48,0.9922909736633301
1732905506.1980307,49,0.9922909736633301
1732905515.9779887,50,0.9922909736633301
1732905525.7624097,51,0.9922909736633301
1732905534.9113076,52,0.9922909736633301
1732905543.6510208,53,0.9922909736633301
1732905553.8649898,54,0.9922909736633301
1732905564.8480356,55,0.9954536557197571
1732905574.259933,56,0.9954536557197571
1732905583.666793,57,0.9954536557197571
1732905592.4248936,58,0.9954536557197571
1732905600.7704942,59,0.9954536557197571
1732905609.0744052,60,0.9954536557197571
1732905618.3719897,61,0.9954536557197571
1732905627.3895912,62,0.9954536557197571
1732905636.9892304,63,0.9954536557197571
1732905645.3162928,64,0.9954536557197571
1732905653.655574,65,0.9954536557197571
1732905662.6104124,66,0.9954536557197571
1732905669.8990746,67,0.9954536557197571
1732905678.1699657,68,0.9954536557197571
1732905687.1477084,69,0.9954536557197571
1732905696.0720036,70,0.9954536557197571
1732905704.662341,71,0.9954536557197571
1732905712.8210616,72,0.9954536557197571
1732905722.303469,73,0.9954536557197571
1732905731.363884,74,0.9954536557197571
1732905741.749432,75,0.9954536557197571
1732905751.4382477,76,0.9940699934959412
1732905761.9257412,77,0.987349271774292
1732905773.4481754,78,0.9922909736633301
1732905783.4025302,79,0.9922909736633301
1732905793.5082932,80,0.9922909736633301
1732905802.9083664,81,0.9922909736633301
1732905811.655353,82,0.9922909736633301
1732905821.4528275,83,0.9922909736633301
1732905830.8395154,84,0.9922909736633301
1732905839.9992995,85,0.9922909736633301
1732905848.4502656,86,0.9916979670524597
1732905857.8709214,87,0.9928839802742004
1732905866.2430196,88,0.9954536557197571
1732905875.93724,89,0.9954536557197571
1732905884.4705572,90,0.9954536557197571
1732905893.1710293,91,0.9954536557197571
1732905901.185261,92,0.9954536557197571
1732905908.6323428,93,0.9954536557197571
1732905916.9627402,94,0.9954536557197571
1732905924.3743203,95,0.9954536557197571
1732905932.2133703,96,0.9954536557197571
1732905937.9488866,97,0.9954536557197571
1732905941.7040753,98,0.9954536557197571
1732905945.465452,99,0.9954536557197571
1732905949.2326107,100,0.9954536557197571
