Wall time,Step,Value
1732905261.3711085,1,1.6339037418365479
1732905265.381962,2,1.3698467016220093
1732905269.4595194,3,1.2549794912338257
1732905273.488133,4,1.1828645467758179
1732905277.3452885,5,1.139134407043457
1732905281.3451965,6,1.1124540567398071
1732905285.2623315,7,1.0952472686767578
1732905289.2785788,8,1.0881218910217285
1732905293.1220515,9,1.0789090394973755
1732905297.16639,10,1.0711946487426758
1732905301.2289317,11,1.068503975868225
1732905305.3271205,12,1.0666730403900146
1732905309.3492851,13,1.0650596618652344
1732905313.176699,14,1.0637011528015137
1732905317.0349302,15,1.0637165307998657
1732905320.8753946,16,1.0625121593475342
1732905324.941377,17,1.0630689859390259
1732905329.1584837,18,1.061142921447754
1732905336.552908,19,1.0617033243179321
1732905343.9122062,20,1.0617148876190186
1732905351.5421164,21,1.0607680082321167
1732905358.3706963,22,1.06029212474823
1732905365.511463,23,1.0609418153762817
1732905372.6502738,24,1.0610344409942627
1732905380.967526,25,1.0607318878173828
1732905389.2975495,26,1.0602271556854248
1732905398.38489,27,1.0618170499801636
1732905402.319319,28,1.059814691543579
1732905406.3821797,29,1.0599528551101685
1732905410.2772915,30,1.0619502067565918
1732905414.2030506,31,1.0594027042388916
1732905418.032339,32,1.0613399744033813
1732905421.8421152,33,1.0785506963729858
1732905425.6703575,34,1.0631890296936035
1732905429.527421,35,1.0626940727233887
1732905433.3958972,36,1.0655145645141602
1732905437.276381,37,1.0609039068222046
1732905441.151853,38,1.060953974723816
1732905445.042012,39,1.0600025653839111
1732905448.9430058,40,1.06158447265625
1732905452.8594127,41,1.0601353645324707
1732905456.7395892,42,1.0608367919921875
1732905460.6458323,43,1.0598987340927124
1732905464.7307062,44,1.0640835762023926
1732905468.7628276,45,1.0611798763275146
1732905478.1628513,46,1.060567855834961
1732905487.3101358,47,1.0603941679000854
1732905496.6454222,48,1.0606186389923096
1732905506.1970217,49,1.0606285333633423
1732905515.9769773,50,1.059990406036377
1732905525.7624097,51,1.0604729652404785
1732905534.9113076,52,1.05996572971344
1732905543.6510208,53,1.0610986948013306
1732905553.8649898,54,1.0609303712844849
1732905564.8480356,55,1.0600087642669678
1732905574.258935,56,1.0596389770507812
1732905583.666793,57,1.060254454612732
1732905592.4238997,58,1.0596024990081787
1732905600.7695005,59,1.0592337846755981
1732905609.0744052,60,1.059625506401062
1732905618.3719897,61,1.0592353343963623
1732905627.3895912,62,1.0594102144241333
1732905636.9882338,63,1.059768795967102
1732905645.3162928,64,1.0597813129425049
1732905653.655574,65,1.0595815181732178
1732905662.6104124,66,1.0599242448806763
1732905669.8990746,67,1.060065507888794
1732905678.1689663,68,1.060185432434082
1732905687.1477084,69,1.0599216222763062
1732905696.0710006,70,1.0600783824920654
1732905704.662341,71,1.0599443912506104
1732905712.8210616,72,1.0600640773773193
1732905722.303469,73,1.0597286224365234
1732905731.363884,74,1.0603874921798706
1732905741.748458,75,1.0598506927490234
1732905751.4382477,76,1.0600991249084473
1732905761.9247372,77,1.067407250404358
1732905773.4471695,78,1.0637930631637573
1732905783.4025302,79,1.060038447380066
1732905793.507294,80,1.0622938871383667
1732905802.9083664,81,1.060592770576477
1732905811.655353,82,1.060585379600525
1732905821.4528275,83,1.0605367422103882
1732905830.8395154,84,1.0605602264404297
1732905839.9992995,85,1.0607383251190186
1732905848.4502656,86,1.0606833696365356
1732905857.8709214,87,1.059938907623291
1732905866.24202,88,1.0611947774887085
1732905875.93724,89,1.0598105192184448
1732905884.4695518,90,1.0601732730865479
1732905893.1710293,91,1.0601519346237183
1732905901.185261,92,1.0598465204238892
1732905908.6323428,93,1.059637188911438
1732905916.9617329,94,1.05966055393219
1732905924.3743203,95,1.059519648551941
1732905932.2133703,96,1.0603450536727905
1732905937.9488866,97,1.060165524482727
1732905941.7040753,98,1.0599050521850586
1732905945.465452,99,1.0608595609664917
1732905949.2326107,100,1.0596482753753662
