vpn_file_transfer,voip,streaming,vpn_voip,file_transfer,p2p,vpn_streaming,vpn_p2p
0.594,0.85547308,0.893101706,0.790550247,0.97872728,0.889935447,0.224,0.513
0.594,0.89607487,0.909608676,0.772385016,0.951277791,0.912141932,0.224,0.513
0.594,0.898373106,0.856133832,0.787954107,0.965020953,0.919783844,0.224,0.513
0.594,0.904695192,0.86962296,0.785415605,0.964723407,0.912141932,0.224,0.513
0.594,0.90392957,0.876999988,0.787954107,0.931945919,0.86874993,0.224,0.513
0.594,0.8894007,0.877819671,0.78950198,0.965020953,0.904621793,0.224,0.513
0.594,0.885992864,0.833976759,0.778008178,0.978857158,0.862706436,0.224,0.513
0.594,0.871420958,0.877413227,0.798125997,0.964647709,0.889935447,0.224,0.513
0.594,0.896274486,0.861959352,0.805701807,0.944620667,0.889935447,0.224,0.513
0.594,0.901190796,0.86350794,0.766923741,0.938380955,0.860674514,0.224,0.513
0.594,0.888963201,0.820129766,0.787954107,0.964723407,0.912589921,0.224,0.513
0.594,0.894859949,0.807596995,0.791319266,0.913152336,0.904621793,0.224,0.513
0.594,0.902298251,0.801074101,0.780882672,0.913152336,0.912141932,0.224,0.513
0.594,0.880597809,0.878219499,0.802256957,0.964417277,0.951417638,0.224,0.513
0.594,0.896669903,0.893386557,0.792076722,0.978857158,0.912589921,0.224,0.513
0.594,0.890021244,0.877413227,0.805701807,0.964873253,0.882763697,0.224,0.513
0.594,0.885992864,0.893101706,0.802256957,0.971815585,0.912141932,0.224,0.513
0.594,0.897445717,0.861426248,0.802935377,0.964873253,0.935445024,0.224,0.513
0.594,0.896669903,0.876999988,0.792076722,0.971915482,0.919783844,0.224,0.513
0.594,0.894245246,0.847634925,0.808531836,0.964723407,0.897778584,0.224,0.513
0.594,0.893933394,0.892811968,0.767822996,0.965020953,0.872581376,0.224,0.513
0.594,0.905218044,0.8410625,0.77968432,0.96833217,0.912141932,0.224,0.513
0.594,0.897892633,0.861959352,0.786205366,0.958222209,0.935445024,0.224,0.513
0.594,0.88428072,0.909905984,0.797234789,0.951753436,0.882429315,0.224,0.513
0.594,0.876939097,0.885333313,0.818313197,0.978805779,0.889935447,0.224,0.513
0.594,0.898843387,0.909758641,0.795444742,0.975323854,0.919783844,0.224,0.513
0.594,0.890455463,0.892811968,0.796526686,0.958222209,0.904366805,0.224,0.513
0.594,0.910377541,0.860884323,0.837704912,0.925597309,0.911915196,0.224,0.513
0.594,0.887699464,0.861959352,0.818604246,0.913631557,0.935171796,0.224,0.513
0.594,0.872589686,0.877413227,0.805036739,0.971663056,0.882763697,0.224,0.513
0.594,0.9008526,0.892811968,0.779269889,0.944904088,0.912141932,0.224,0.513
0.594,0.89607487,0.892811968,0.773689404,0.944620667,0.911456241,0.224,0.513
0.594,0.897989371,0.893101706,0.77968432,0.958222209,0.919586314,0.224,0.513
0.594,0.882053414,0.871000006,0.791699425,0.938218413,0.927383198,0.224,0.513
0.594,0.874171832,0.833976759,0.778852418,0.958027957,0.943470551,0.224,0.513
0.594,0.884514788,0.877819671,0.789119318,0.964723407,0.886013879,0.224,0.513
0.594,0.886107126,0.862483873,0.807880894,0.951277791,0.919783844,0.224,0.513
0.594,0.892189422,0.876579835,0.795444742,0.957631229,0.88209231,0.224,0.513
0.594,0.894245246,0.848875,0.801219955,0.951277791,0.882763697,0.224,0.513
0.594,0.908094325,0.909758641,0.776459351,0.964873253,0.912141932,0.224,0.513
0.594,0.901037076,0.892811968,0.767374948,0.944620667,0.927550508,0.224,0.513
0.594,0.89760057,0.87861289,0.800515309,0.931945919,0.911915196,0.224,0.513
0.594,0.890769699,0.856133832,0.794338122,0.978805779,0.900906516,0.224,0.513
0.594,0.898939648,0.800134315,0.781298831,0.951517223,0.943156732,0.224,0.513
0.594,0.882053414,0.892811968,0.779269889,0.964873253,0.897220565,0.224,0.513
0.594,0.90339742,0.885677709,0.775606886,0.938380955,0.912141932,0.224,0.513
0.594,0.895162859,0.901137902,0.773257807,0.944904088,0.904621793,0.224,0.513
0.594,0.891740659,0.861959352,0.77968432,0.961609779,0.897220565,0.224,0.513
0.594,0.902568379,0.870548381,0.805701807,0.944620667,0.896938218,0.224,0.513
0.594,0.893865385,0.871000006,0.815602914,0.944904088,0.903850688,0.224,0.513
0.594,0.875484684,0.909608676,0.791319266,0.964723407,0.897220565,0.224,0.513
0.594,0.897404292,0.86350794,0.787954107,0.954197882,0.912141932,0.224,0.513
0.594,0.903664806,0.860884323,0.786205366,0.935152529,0.935445024,0.224,0.513
0.594,0.891952553,0.814218058,0.793963686,0.971815585,0.912141932,0.224,0.513
0.594,0.879363158,0.893386557,0.785811916,0.971454559,0.912141932,0.224,0.513
0.594,0.89647285,0.893386557,0.812670306,0.971915482,0.904621793,0.224,0.513
0.594,0.909429827,0.782072439,0.800515309,0.965020953,0.889935447,0.224,0.513
0.594,0.893660584,0.876579835,0.79919006,0.965020953,0.86874993,0.224,0.513
0.594,0.888631323,0.861959352,0.786595896,0.951517223,0.935445024,0.224,0.513
0.594,0.86685411,0.892811968,0.804361478,0.978753625,0.896653665,0.224,0.513
0.594,0.90792928,0.893386557,0.792451278,0.958222209,0.897220565,0.224,0.513
0.594,0.89951072,0.876999988,0.785415605,0.978907822,0.919783844,0.224,0.513
0.594,0.899131277,0.893942132,0.772822991,0.935152529,0.889626635,0.224,0.513
0.594,0.88520799,0.84825982,0.764251545,0.94819933,0.943050338,0.224,0.513
