vpn_streaming,vpn_file_transfer,streaming,email,vpn_p2p,p2p,file_transfer,vpn_chat,voip,chat,vpn_voip,vpn_email
0.405331174,0.662383601,0.416471344,0.68638741,0.528174363,0.589492972,0.913789485,0.677296382,0.919195626,0.777331781,0.611924031,0.268973585
0.442939381,0.666819319,0.465866369,0.707172921,0.537476681,0.609858985,0.954756771,0.715345126,0.932065938,0.79583199,0.669830063,0.311766382
0.465282241,0.677345916,0.481719953,0.743405988,0.542540989,0.638754065,0.932343457,0.740369957,0.946863626,0.860184145,0.658518532,0.373027618
0.506095509,0.689963624,0.517175418,0.760597756,0.546183489,0.656510289,0.951125,0.775023382,0.974878583,0.885315132,0.728445986,0.341382559
0.504256228,0.693259284,0.537043971,0.767699292,0.549556575,0.623837228,0.945916687,0.798529845,0.972285722,0.8947968,0.707787076,0.363221343
0.527053992,0.696715638,0.552319807,0.7925015,0.553047023,0.656316991,0.947238598,0.817108315,0.977885042,0.891360354,0.725390115,0.365504857
0.543725113,0.694459364,0.555776042,0.799094012,0.558014236,0.724177535,0.952081655,0.8340442,0.978000019,0.913458299,0.744119444,0.358343657
0.547454158,0.708600446,0.580645782,0.812128654,0.558580003,0.676849301,0.950631593,0.842747491,0.98342273,0.905839932,0.767689922,0.441941078
0.534865955,0.71099554,0.58817057,0.817905774,0.561119698,0.704688127,0.952081655,0.861781042,0.989403997,0.931564104,0.770213702,0.365202303
0.56893144,0.705987498,0.60225032,0.824226191,0.564662955,0.699727531,0.976836,0.863508146,0.975011502,0.927066397,0.786724547,0.299908395
0.578188161,0.706643566,0.621887129,0.835674932,0.566498957,0.715195174,0.967543159,0.88065682,0.972285722,0.930333388,0.788093069,0.409640248
0.55238829,0.708115741,0.620061201,0.844676008,0.569669745,0.750495489,0.962285731,0.867398601,0.983673368,0.93557198,0.782838562,0.288336332
0.558045546,0.719154581,0.628651541,0.841877272,0.570150397,0.733480091,0.967072163,0.878674369,0.978057001,0.937561107,0.805953541,0.353526409
0.573083321,0.714562461,0.634837073,0.862385085,0.569517456,0.739168103,0.962466989,0.865442436,0.989354465,0.931564104,0.802200237,0.398069616
0.595455388,0.722158,0.642120939,0.869872441,0.573462568,0.765338476,0.96282414,0.881625157,0.978000019,0.940110516,0.803141454,0.479687865
0.565299253,0.719379827,0.642357987,0.859172275,0.575788877,0.777584608,0.972874377,0.885151547,0.989403997,0.9295205,0.80543665,0.390170987
0.595214347,0.713974878,0.647962373,0.868521621,0.577619634,0.770466323,0.972619269,0.890187543,0.975272749,0.943903935,0.804149309,0.322247978
0.606677274,0.717721805,0.660376054,0.868223419,0.577357254,0.754042263,0.977381442,0.885151547,0.983754967,0.950581145,0.789103904,0.393852826
0.593493561,0.714095101,0.666682345,0.870307317,0.57819774,0.772156174,0.99273685,0.894792419,0.983632181,0.95209862,0.821341673,0.358784671
0.609725098,0.721873924,0.655558807,0.88021039,0.578433655,0.737476463,0.96738777,0.891864102,0.989428554,0.953835797,0.837167957,0.362546559
0.615330855,0.731222376,0.657479209,0.880728474,0.580924712,0.781778867,0.971821998,0.891659539,0.986571405,0.944717657,0.822706857,0.384241636
0.623531679,0.718508586,0.680152637,0.873621514,0.581809841,0.775803979,0.962646459,0.897536975,0.989354465,0.950759959,0.817899802,0.382539447
0.628092686,0.724850282,0.66193102,0.891148617,0.582557879,0.788821096,0.962466989,0.89276753,0.983835671,0.947929632,0.816341677,0.341283317
0.617542545,0.724639937,0.675854605,0.895462384,0.58321806,0.791232879,0.982693885,0.903231841,0.986604009,0.958022666,0.831427613,0.346688922
0.610869924,0.715054318,0.668849748,0.892205765,0.583693765,0.780420716,0.953445528,0.887184303,0.983714257,0.944372785,0.823504189,0.398265357
0.620814244,0.732874438,0.676803333,0.89957582,0.585487924,0.769825871,0.962999974,0.918662112,0.99223629,0.958168399,0.839818993,0.437281008
0.626322667,0.731600687,0.680462581,0.896955659,0.586179696,0.786921258,0.968000029,0.915570479,0.986571405,0.95378114,0.830203035,0.417164798
0.648806731,0.73294352,0.676545125,0.904437473,0.587952934,0.788713689,0.982693885,0.892369371,0.992252861,0.949372244,0.832924882,0.361656483
0.619749884,0.731537744,0.696992141,0.8990119,0.587917529,0.749701495,0.98784772,0.910495144,0.986538682,0.954052877,0.829317072,0.439274307
0.651831726,0.737941846,0.688654584,0.897784224,0.588118098,0.789129968,0.967543159,0.902769488,0.983835671,0.959407043,0.842330375,0.307724293
0.643293599,0.73134242,0.683944267,0.896955659,0.589430116,0.782772656,0.982455943,0.905672711,0.992252861,0.951054406,0.829940358,0.460705872
0.619139175,0.735510096,0.687917989,0.896828582,0.591281555,0.768835361,0.952545438,0.899314504,0.989379321,0.938259733,0.841202298,0.426262672
0.632868926,0.730774805,0.695505243,0.90750145,0.594286225,0.774460192,0.983074639,0.908561807,0.992285703,0.949372244,0.833257118,0.491104718
0.631497065,0.737197324,0.697768491,0.910131683,0.59427794,0.83756357,0.972747479,0.915754896,0.989452992,0.970247996,0.841480115,0.441780622
0.629078189,0.731461391,0.703711075,0.912210693,0.594318293,0.789436693,0.983074639,0.909289878,0.995134686,0.961071503,0.841272095,0.452811952
0.626097659,0.736280724,0.696841043,0.916397979,0.594490431,0.791232879,0.992974852,0.902438503,0.989403997,0.964393866,0.843664089,0.368973549
0.645122329,0.742767855,0.698566419,0.913721254,0.594223581,0.789129968,0.967849229,0.898869973,0.992285703,0.955344093,0.83894054,0.451338406
0.635769884,0.737276897,0.719832402,0.911582937,0.594254992,0.791232879,0.972747479,0.902438503,0.989452992,0.961549115,0.841132322,0.479990538
0.649793366,0.737590954,0.704885405,0.915764859,0.598588369,0.803932602,0.982693885,0.92228071,0.995134686,0.960004878,0.851551393,0.361195798
0.641368727,0.738292798,0.707174522,0.913408628,0.597950361,0.788112099,0.98774359,0.907146614,0.992285703,0.965607416,0.829763749,0.448651548
0.647472898,0.744109854,0.700804871,0.910265794,0.598013065,0.773859258,0.978099499,0.912004154,0.992285703,0.961115551,0.840245166,0.458132143
0.65279595,0.746495172,0.707255465,0.919779828,0.602189205,0.814131494,0.98789898,0.90559445,0.989379321,0.965644669,0.848354855,0.475991126
0.65891091,0.743120119,0.723092598,0.918503335,0.600598774,0.813912208,0.973124359,0.909218174,0.980954562,0.968595397,0.854484835,0.430084701
0.650827447,0.749335989,0.705676061,0.918110659,0.602361105,0.794067855,0.98784772,0.91084401,0.986604009,0.96862818,0.840385416,0.407551642
0.658084611,0.748260662,0.709925574,0.91056483,0.600103341,0.799656327,0.977899526,0.907448452,0.989452992,0.964120281,0.844865718,0.524770673
0.652685324,0.739206537,0.706300121,0.909709981,0.602817557,0.806919212,0.977899526,0.908928912,0.986571405,0.956752014,0.841686049,0.448375698
0.671297113,0.74210535,0.707777184,0.914381733,0.601983807,0.792956646,0.967849229,0.899314504,0.980954562,0.955603731,0.847475329,0.444544371
0.672977129,0.750622913,0.715651196,0.919779828,0.603027306,0.824032362,0.98277155,0.901000839,0.992269311,0.958455932,0.846463481,0.44549423
0.681107203,0.747639403,0.719478768,0.921245625,0.604531966,0.81087708,0.978000019,0.92395721,0.989477251,0.96129055,0.854580262,0.47338533
0.667599598,0.74156402,0.710729939,0.921630611,0.601426385,0.797538931,0.963517223,0.915570479,0.989428554,0.955500376,0.836879829,0.391064938
0.660018066,0.749774739,0.72698198,0.920553138,0.603729747,0.831710393,0.983000014,0.913855236,0.992301975,0.967099082,0.839961985,0.542215164
0.676556925,0.748225733,0.718593639,0.921245625,0.606645964,0.791815276,0.982848499,0.916058045,0.992252861,0.961334002,0.84783248,0.363197978
0.653605441,0.75474368,0.717993182,0.92384707,0.604771994,0.811780806,0.968149279,0.924287301,0.983835671,0.974650276,0.851911762,0.377757783
0.668254534,0.757135078,0.728666705,0.927348306,0.60886272,0.811105366,0.98277155,0.905828338,0.992285703,0.961420429,0.848182479,0.459623988
0.691344658,0.747432813,0.72569136,0.925168982,0.607008002,0.782573218,0.983000014,0.914239627,0.995118175,0.964547646,0.853008369,0.358076151
0.660464088,0.749932989,0.73851226,0.92728286,0.606881879,0.789011474,0.968000029,0.914239627,0.998,0.971686256,0.848124602,0.479532059
0.659249167,0.750691756,0.710530204,0.921759357,0.607167147,0.827553506,0.972874377,0.907597821,0.986604009,0.960094762,0.856474319,0.391890223
0.672513763,0.749478027,0.719263476,0.927217176,0.607946358,0.795768197,0.977695439,0.915754896,0.989428554,0.974883389,0.856341699,0.456134673
0.676592151,0.746654376,0.707588059,0.929990461,0.605118416,0.80072474,0.98800001,0.921082597,0.989403997,0.967444551,0.854862669,0.468932803
0.66236637,0.75082545,0.710611683,0.919590166,0.611082158,0.800987239,0.973000024,0.90737335,0.992269311,0.961334002,0.846095601,0.447118218
0.684725086,0.749297723,0.730973345,0.925145617,0.609657607,0.811332042,0.98789898,0.905672711,0.989477251,0.970247996,0.854769149,0.461164709
0.691904584,0.755290016,0.726817471,0.933502069,0.611499093,0.788413937,0.992974852,0.92243151,0.989379321,0.96601088,0.848468879,0.468932803
0.675046424,0.750033065,0.719658536,0.923798552,0.60888382,0.80227303,0.988049779,0.919056814,0.992285703,0.96443249,0.843664089,0.495882328
0.693915407,0.751088127,0.735754114,0.925192287,0.61092671,0.824765976,0.978000019,0.914491575,0.992301975,0.968918752,0.851341644,0.498051579
0.694220046,0.750193879,0.721186858,0.922655573,0.609852276,0.808356161,0.982924614,0.917635184,0.986439322,0.979364168,0.85175834,0.468536015
0.678547184,0.759699985,0.718475443,0.92852973,0.610417805,0.81520545,0.978000019,0.924287301,0.983915482,0.968822789,0.856518248,0.395105238
0.6908016,0.754005,0.726621193,0.923798552,0.610639892,0.82873934,0.98789898,0.915997844,0.986571405,0.961071503,0.848525563,0.466843243
0.672958056,0.75624536,0.723696929,0.929373493,0.614136658,0.810182626,0.963517223,0.918775838,0.986571405,0.967512381,0.854675034,0.415864404
0.685501794,0.755347654,0.740531963,0.931311717,0.612865768,0.796849306,0.972619269,0.919442158,0.989403997,0.967376303,0.853548446,0.476998265
0.683179001,0.754575118,0.727632624,0.924495389,0.611449025,0.792103524,0.978099499,0.92424063,0.989452992,0.967341971,0.851706842,0.454997476
0.68271933,0.750500664,0.737086636,0.931349924,0.61206343,0.808822091,0.983148489,0.93104313,0.992285703,0.979412746,0.858458439,0.46984243
0.684844295,0.75884138,0.708099824,0.928634753,0.613717339,0.821100171,0.978198026,0.922679465,0.986538682,0.967238557,0.851341644,0.400240775
0.66996781,0.759952649,0.718633276,0.93273138,0.614515624,0.821866448,0.978000019,0.921185654,0.986604009,0.968982231,0.848240116,0.472212131
0.68200324,0.753677651,0.732142371,0.930689266,0.613046847,0.818828816,0.992897962,0.912805241,0.992285703,0.971825492,0.849840859,0.463581439
0.682960431,0.760503873,0.735389811,0.930728307,0.615301094,0.81478035,0.978099499,0.919332963,0.989428554,0.96593852,0.849895754,0.418311353
0.682903389,0.754426345,0.74452303,0.935500076,0.617369674,0.826513703,0.99292383,0.919056814,0.986700569,0.976377857,0.849895754,0.430830415
0.687137584,0.758160636,0.734167439,0.931369057,0.615166209,0.808356161,0.978000019,0.915937405,0.99512646,0.967203867,0.845054546,0.430587466
0.68960319,0.75648795,0.734020156,0.930050423,0.616987369,0.835326786,0.983074639,0.921236914,0.983754967,0.974929166,0.867958167,0.503316994
0.693389813,0.762165472,0.729800504,0.932142427,0.618499122,0.818228598,0.992871795,0.921185654,0.992219661,0.970337939,0.859906057,0.460387702
0.686367313,0.756146654,0.714838666,0.930591276,0.616704784,0.802019353,0.982924614,0.922481459,0.983835671,0.961463463,0.855001727,0.457471247
0.665140966,0.75711213,0.739067596,0.936169853,0.616643093,0.842006083,0.982693885,0.917750102,0.989477251,0.977858317,0.850005069,0.461502309
0.680899362,0.758579477,0.731166941,0.922555735,0.619024001,0.834446485,0.98784772,0.912739676,0.992252861,0.973368239,0.845365146,0.49467146
0.694966654,0.756407663,0.733051401,0.929414203,0.618519745,0.818228598,0.973369453,0.924333792,0.989501391,0.974906277,0.859791079,0.412141259
0.695412735,0.767983064,0.742109221,0.937662711,0.617682062,0.822054739,0.98784772,0.922630232,0.992285703,0.973393452,0.850005069,0.428426321
0.69712005,0.754767939,0.729937833,0.936154058,0.617908738,0.80590337,0.982924614,0.917519491,0.995134686,0.970278036,0.864766219,0.479278918
0.686383943,0.76414375,0.743835908,0.937633326,0.619665645,0.831866617,0.98800001,0.927862268,0.989477251,0.974791002,0.859752515,0.391350742
0.691028635,0.755042538,0.734552902,0.930030456,0.616359375,0.812002893,0.98789898,0.918832462,0.989403997,0.964393866,0.854909161,0.411343034
0.681106249,0.755751654,0.732237917,0.930551877,0.617397688,0.81287622,0.99294952,0.919112425,0.992301975,0.974883389,0.846463481,0.475695904
0.693854729,0.763365552,0.739067596,0.935434988,0.617256663,0.814349289,0.972747479,0.919604521,0.992285703,0.974837315,0.851911762,0.435905989
0.701725105,0.76216124,0.743261975,0.934882154,0.619020722,0.801506813,0.973247502,0.932723146,0.995134686,0.970367741,0.851551393,0.458381649
0.677435378,0.766021117,0.736328524,0.92931216,0.621363304,0.80302381,0.992897962,0.915693622,0.992318187,0.967203867,0.859982052,0.475562747
0.673537115,0.768198058,0.742173594,0.935434988,0.621028684,0.794882054,0.983148489,0.929254275,0.998,0.977931988,0.845117071,0.470697697
0.695355574,0.758094653,0.738217932,0.930591276,0.620555423,0.821866448,0.973124359,0.924287301,0.992285703,0.971825492,0.863173643,0.400833424
0.697865228,0.75777255,0.749958795,0.936169853,0.622163616,0.829067702,0.987949763,0.925817888,0.998,0.973292124,0.860057512,0.380608793
0.677122096,0.758995697,0.732901555,0.936872115,0.620947681,0.816849287,0.978000019,0.920926672,0.992301975,0.971797836,0.859596947,0.490690763
0.693908612,0.764184698,0.728024644,0.93339633,0.622261546,0.835893686,0.973124359,0.911254924,0.995142851,0.967341971,0.853207031,0.446889277
0.695058743,0.767746851,0.741192144,0.936295381,0.622610829,0.845707412,0.99302486,0.916058045,0.989403997,0.983937335,0.851655224,0.484060462
0.68328164,0.757386669,0.741663259,0.930844655,0.624748192,0.81222343,0.983074639,0.91617791,0.992301975,0.976336253,0.86297498,0.507977004
0.703934351,0.762980386,0.752611619,0.936917832,0.624221526,0.835469956,0.98789898,0.921185654,0.995134686,0.970515382,0.850113609,0.478812929
0.692655841,0.760536596,0.739341539,0.941110184,0.621973715,0.809281702,0.973247502,0.918888789,0.995134686,0.973393452,0.851655224,0.456315811
0.699611584,0.756800994,0.737305683,0.929291656,0.622848115,0.821866448,0.98784772,0.913065117,0.992285703,0.968918752,0.841686049,0.508076127
0.710542957,0.758575782,0.746800584,0.932142427,0.623381398,0.822241778,0.983000014,0.922679465,0.992285703,0.980804097,0.859752515,0.434733685
0.70200483,0.762552723,0.748096925,0.938923469,0.625141464,0.82565474,0.98800001,0.926253241,0.986604009,0.968886864,0.856649199,0.438799258
0.686025301,0.757902369,0.742840809,0.92993026,0.625692091,0.809735174,0.977899526,0.924287301,0.983673368,0.966046882,0.853305379,0.452745493
0.697580854,0.759182021,0.747920555,0.941023698,0.626127503,0.842006083,0.983074639,0.912870508,0.995142851,0.971880567,0.851962605,0.48169082
0.692053358,0.763311192,0.746859533,0.939667752,0.62572243,0.791040714,0.987949763,0.915937405,0.992301975,0.968918752,0.859752515,0.440442498
0.704340498,0.762500033,0.7442743,0.938262274,0.627449475,0.832328732,0.993000005,0.909574252,0.989452992,0.971962583,0.851603368,0.401813801
0.673035602,0.759604201,0.743474644,0.937559536,0.625370882,0.812442536,0.992974852,0.927536052,0.986604009,0.976357055,0.854862669,0.441780622
0.692344169,0.759246155,0.742258054,0.93339633,0.626624368,0.816038485,0.968000029,0.915815931,0.995134686,0.982401323,0.848411956,0.468777473
0.701587836,0.753691241,0.742237908,0.930669715,0.626392327,0.812660093,0.978099499,0.917577427,0.986571405,0.967307639,0.861413637,0.542332466
0.693946878,0.762392685,0.746324402,0.934915295,0.625701449,0.838387723,0.982924614,0.925993782,0.995151017,0.98094399,0.852013209,0.501227792
0.708013813,0.767288312,0.757126254,0.936856797,0.629241846,0.832930381,0.998,0.931113225,0.995151017,0.971907985,0.858458439,0.421845968
0.703934351,0.757703587,0.746444267,0.933484545,0.627971969,0.808822091,0.992974852,0.912805241,0.998,0.974929166,0.863008359,0.476826127
0.690284947,0.752165004,0.743951601,0.929849615,0.626144967,0.812442536,0.98800001,0.922971528,0.995134686,0.964277339,0.858458439,0.508404489
0.703798453,0.763469085,0.745082956,0.941823235,0.629576168,0.835037465,0.983000014,0.924380165,0.989428554,0.974906277,0.848468879,0.46480691
0.707092802,0.759697303,0.734677893,0.93133085,0.631221197,0.81520545,0.98800001,0.915693622,0.989452992,0.970308018,0.856605688,0.451875861
0.701867978,0.759335741,0.74790923,0.944517484,0.631746433,0.826173599,0.99294952,0.925950032,0.995134686,0.977895272,0.853403071,0.49658912
0.705012182,0.759142265,0.746143621,0.938319376,0.630051039,0.818630095,0.978198026,0.93449704,0.992301975,0.970515382,0.866397062,0.48765802
0.679131726,0.767803356,0.75131802,0.939720919,0.627759717,0.809509213,0.98800001,0.924380165,0.995134686,0.970515382,0.856605688,0.508422013
0.697497586,0.75074844,0.749623758,0.934217444,0.630086146,0.835037465,0.963174139,0.921030801,0.992285703,0.968950581,0.85986785,0.509813245
0.705388645,0.758275732,0.756882888,0.938333621,0.630085133,0.82873934,0.978295539,0.930937033,0.995118175,0.977876854,0.854909161,0.46453398
0.72272704,0.764792785,0.741523009,0.930844655,0.630182705,0.839434321,0.993000005,0.924287301,0.989452992,0.971935344,0.858132699,0.461224134
0.70992587,0.766545042,0.745510679,0.939573934,0.630672656,0.839434321,0.973247502,0.929444533,0.995134686,0.974951935,0.853451708,0.479971285
0.704898695,0.759261772,0.745021266,0.936279764,0.6306298,0.82494616,0.998,0.919442158,0.992301975,0.971853089,0.847177723,0.45576262
0.684688131,0.762826726,0.742237908,0.939047625,0.630425415,0.805420692,0.977797959,0.926338535,0.983795438,0.977802467,0.864705482,0.480121489
0.696191529,0.759753451,0.746264261,0.938965013,0.629307471,0.839048619,0.983000014,0.934438389,0.986636374,0.955552113,0.861520746,0.46480691
0.700928132,0.765234217,0.747384113,0.934765329,0.630784057,0.832781489,0.993000005,0.924518269,0.995142851,0.976398539,0.864886442,0.482582148
0.692388634,0.753475889,0.748995286,0.933502069,0.632374547,0.84212708,0.987949763,0.922777515,0.986604009,0.979412746,0.845241526,0.439992662
0.706176559,0.758953914,0.733126026,0.938290885,0.632641039,0.81980228,0.983000014,0.927659433,0.992285703,0.982401323,0.85180966,0.522186454
0.694307307,0.764212116,0.755122286,0.933271756,0.635229848,0.838387723,0.982924614,0.921134215,0.998,0.963007879,0.850487986,0.521556313
0.705627362,0.755591914,0.746503991,0.936978569,0.634059749,0.845814819,0.98789898,0.916415196,0.992301975,0.976336253,0.864705482,0.49794447
0.699608842,0.76212506,0.758113068,0.936388602,0.6329756,0.835893686,0.992974852,0.924287301,0.983795438,0.971935344,0.861520746,0.465391036
0.722415904,0.765977785,0.747501713,0.937023928,0.633836291,0.836171324,0.978000019,0.927577358,0.995151017,0.976398539,0.859752515,0.456271644
0.699838738,0.75959973,0.741061252,0.933449318,0.632257305,0.842247183,0.99294952,0.919332963,0.992269311,0.973317575,0.857924739,0.454480823
0.715601663,0.762319967,0.749397021,0.938333621,0.634225986,0.819610233,0.983074639,0.922679465,0.992285703,0.972016883,0.859636047,0.539196368
0.705060283,0.76284562,0.755122286,0.933484545,0.636211477,0.826173599,0.998,0.926037412,0.995151017,0.965792489,0.858337262,0.437275584
0.707582275,0.760741874,0.747793418,0.941195836,0.633482716,0.809959645,0.973247502,0.932819706,0.992301975,0.980888557,0.868033269,0.541195806
0.695192377,0.753653869,0.752930444,0.937633326,0.634009741,0.824765976,0.99302486,0.926210325,0.995142851,0.977876854,0.846764544,0.485640223
0.704838554,0.76388739,0.753948253,0.936232796,0.636575005,0.816446598,0.983148489,0.932819706,0.992301975,0.97646023,0.868156829,0.477306898
0.682662527,0.763006434,0.750577491,0.943946173,0.633237861,0.816648598,0.983074639,0.936046999,0.989452992,0.972016883,0.855230549,0.496129747
0.69429938,0.763388857,0.739242178,0.940344801,0.636068366,0.842485006,0.98800001,0.92616735,0.983835671,0.967341971,0.851962605,0.491091962
0.673348645,0.75991176,0.754358631,0.939800193,0.634336493,0.831710393,0.982924614,0.925950032,0.992285703,0.980846536,0.858296672,0.50496393
0.711706261,0.765752598,0.755322915,0.936106553,0.635925732,0.829067702,0.983000014,0.914616268,0.992252861,0.970397425,0.855139473,0.492019828
0.717540661,0.756899282,0.740082246,0.933466961,0.63543298,0.814993615,0.973124359,0.924287301,0.980857168,0.970485997,0.852958241,0.51421165
