vpn_streaming,vpn_file_transfer,streaming,email,vpn_p2p,p2p,file_transfer,vpn_chat,voip,chat,vpn_voip,vpn_email
0.71781669,0.763113066,0.748503905,0.941048493,0.63352146,0.82297724,0.978198026,0.926080864,0.989354465,0.979412746,0.856692532,0.490861114
0.7029411,0.767352387,0.752930444,0.945308437,0.635150454,0.848877246,0.99302486,0.919167858,0.986604009,0.980916333,0.842225292,0.423911865
0.72707806,0.766731068,0.760821921,0.939734211,0.63694515,0.839178081,0.98277155,0.929406744,0.981098567,0.971907985,0.859906057,0.518486972
0.724185089,0.764216885,0.766117376,0.941787829,0.636190794,0.836445267,0.987949763,0.932625514,0.995151017,0.974929166,0.858173886,0.476105566
0.718778113,0.761507019,0.749567252,0.938290885,0.635361455,0.832328732,0.978099499,0.927618425,0.983754967,0.974951935,0.851603368,0.526993628
0.705211977,0.763525888,0.751970988,0.938347867,0.637871228,0.839434321,0.99294952,0.937962454,0.992301975,0.97646023,0.871418932,0.506986733
0.712867538,0.755800113,0.761941773,0.940318992,0.635922394,0.832021709,0.99302486,0.91617791,0.995134686,0.976377857,0.860057512,0.509778197
0.715025882,0.764904782,0.764221471,0.942490091,0.638183854,0.833225126,0.983148489,0.926037412,0.992318187,0.979444873,0.86297498,0.471528883
0.723423342,0.761665627,0.74581216,0.939681103,0.635150454,0.82494616,0.99294952,0.926210325,0.989452992,0.98087461,0.853500167,0.553861316
0.71334515,0.762162253,0.752078098,0.947350314,0.637051187,0.822241778,0.992974852,0.929254275,0.998,0.971935344,0.856692532,0.520277555
0.718658785,0.760853156,0.753792447,0.939006438,0.638710819,0.810404117,0.993000005,0.936206442,0.992269311,0.980916333,0.863238969,0.487573739
0.712149362,0.76175116,0.752184731,0.941716483,0.638581,0.808589931,0.98784772,0.927577358,0.995142851,0.977858317,0.858091393,0.527618642
0.700940351,0.762728616,0.761727375,0.939061334,0.638527952,0.830026562,0.98789898,0.931007844,0.998,0.976398539,0.856692532,0.456271644
0.710881928,0.763560042,0.753635567,0.937633326,0.636817418,0.842366512,0.973490212,0.934555274,0.995142851,0.98245914,0.868181327,0.456702526
0.715844611,0.764260098,0.755172592,0.940357676,0.638462208,0.830026562,0.982848499,0.922777515,0.992301975,0.98094399,0.866397062,0.457862492
0.718556861,0.756595477,0.753844482,0.936169853,0.638418398,0.820182617,0.998,0.925728958,0.986668561,0.979460847,0.868082979,0.473041232
0.720314185,0.766704365,0.753192943,0.934731772,0.635236822,0.828238185,0.98789898,0.922679465,0.983754967,0.971935344,0.856518248,0.471455868
0.716591398,0.768606528,0.752983195,0.938965013,0.640906237,0.832930381,0.983000014,0.936127167,0.99512646,0.976315391,0.852013209,0.497055765
0.708144406,0.759732112,0.755620581,0.939020147,0.639932654,0.819416876,0.993000005,0.922679465,0.995142851,0.976315391,0.864796439,0.463366802
0.706629852,0.754226252,0.751917225,0.938290885,0.637976251,0.829067702,0.98789898,0.919442158,0.992301975,0.970367741,0.854955533,0.507447119
0.710271339,0.756313786,0.756244641,0.941799631,0.638861857,0.828904088,0.983074639,0.924333792,0.99512646,0.973342907,0.868058184,0.417473252
0.710509638,0.762383625,0.748619002,0.935483863,0.640256367,0.832328732,0.983074639,0.931148153,0.995151017,0.971962583,0.858458439,0.479661162
0.709767262,0.763050481,0.764100951,0.937633326,0.642777286,0.825125153,0.993000005,0.929444533,0.992318187,0.973493528,0.861556211,0.471084173
0.706249277,0.763227328,0.755372804,0.937633326,0.643819354,0.862960393,0.99302486,0.921236914,0.995134686,0.977802467,0.864675024,0.499313589
0.728853623,0.755478129,0.746918303,0.936279764,0.640856526,0.824217732,0.987949763,0.910913091,0.989354465,0.965865683,0.853692392,0.430750008
0.722820322,0.760106131,0.748676401,0.939826419,0.641474448,0.810842688,0.99292383,0.926037412,0.99512646,0.971825492,0.871283033,0.447807904
0.726966301,0.758539602,0.74616949,0.937529852,0.6422384,0.832175727,0.973490212,0.927700263,0.995134686,0.971962583,0.869785228,0.519605513
0.713365237,0.761047348,0.750236911,0.946678331,0.641954086,0.826513703,0.982848499,0.925993782,0.986636374,0.980888557,0.856692532,0.490943249
0.71334515,0.764118537,0.753792447,0.940447202,0.640082024,0.842366512,0.978099499,0.926080864,0.986604009,0.97942884,0.866285959,0.499497946
0.709366004,0.763700113,0.752184731,0.938965013,0.643384717,0.84271961,0.98789898,0.931148153,0.995134686,0.974906277,0.866560975,0.486408289
0.718891005,0.764352545,0.761379284,0.936154058,0.640148483,0.832781489,0.993000005,0.936336797,0.992285703,0.979380381,0.859829524,0.450223561
0.725066999,0.761081978,0.750291926,0.936248472,0.641179285,0.832328732,0.988049779,0.920874339,0.989354465,0.976357055,0.856692532,0.511830743
0.711518625,0.764747247,0.764060599,0.937735846,0.641243301,0.832328732,0.988099013,0.93449704,0.995142851,0.976439726,0.85986785,0.488670524
0.713220874,0.766805872,0.758950216,0.942501416,0.640027903,0.829711254,0.98277155,0.932883602,0.995134686,0.976439726,0.859944084,0.520412441
0.712206344,0.760163173,0.750181776,0.945317795,0.643199406,0.839687104,0.978198026,0.939501267,0.998,0.974837315,0.861520746,0.515415962
0.723571281,0.758086845,0.758674902,0.943203142,0.641463778,0.836171324,0.99294952,0.927740973,0.992301975,0.971825492,0.866424599,0.514133628
0.7155116,0.76373367,0.744705957,0.941036096,0.640561305,0.825302894,0.98789898,0.925817888,0.983795438,0.970456552,0.861591557,0.416457828
0.715965728,0.768177911,0.761423153,0.942524006,0.641209088,0.842247183,0.983148489,0.92616735,0.989428554,0.974883389,0.86485652,0.503981526
0.712305049,0.760335609,0.761727375,0.943224778,0.643040917,0.819993074,0.983000014,0.93461315,0.998,0.973443639,0.864796439,0.476982232
0.71659408,0.762897774,0.751181048,0.938362052,0.641995094,0.820743675,0.973369453,0.932690721,0.992301975,0.976398539,0.866341689,0.484536465
0.720781426,0.758969292,0.765105766,0.936856797,0.642821513,0.820370908,0.987949763,0.921134215,0.992301975,0.977876854,0.858091393,0.426625963
0.707397918,0.764105663,0.755172592,0.938965013,0.644230924,0.828238185,0.968443368,0.92616735,0.989477251,0.977986705,0.869630435,0.469511207
0.701997856,0.761535033,0.764181417,0.94321399,0.643089436,0.805881555,0.99302486,0.929177266,0.998,0.977931988,0.86485652,0.494899507
0.71535776,0.762163862,0.758813006,0.937648048,0.641564868,0.834744031,0.983000014,0.919496458,0.995142851,0.974837315,0.863173643,0.563021179
0.733083884,0.75709252,0.74581216,0.933449318,0.64405509,0.823693152,0.977899526,0.930865687,0.992285703,0.971935344,0.856692532,0.545607145
0.711453895,0.766185269,0.758721036,0.940485349,0.64421501,0.8489747,0.992974852,0.93104313,0.992285703,0.980902445,0.864945927,0.501006659
0.713919441,0.763033554,0.751235169,0.937589099,0.643575273,0.838918264,0.988049779,0.929406744,0.995151017,0.973443639,0.856692532,0.460409279
0.718320588,0.760962233,0.74720667,0.936978569,0.64358481,0.849822278,0.98277155,0.929406744,0.992318187,0.976480675,0.866397062,0.450286682
0.707110445,0.763379082,0.756585818,0.944547346,0.644632302,0.842602725,0.978000019,0.936046999,0.989501391,0.974974644,0.861801186,0.4582141
0.722728828,0.764244899,0.754154366,0.941036096,0.643192909,0.839048619,0.98800001,0.924472433,0.998,0.976357055,0.863238969,0.493265505
0.716233472,0.7620707,0.757699412,0.938247969,0.644110225,0.846237059,0.987949763,0.929519754,0.992301975,0.977931988,0.863140801,0.491592641
0.711890677,0.757815525,0.754817945,0.944577088,0.641691468,0.831710393,0.99294952,0.932690721,0.995151017,0.974860382,0.856735745,0.516792889
0.718320588,0.767174467,0.751181048,0.937589099,0.642133079,0.81222343,0.978198026,0.931182902,0.992318187,0.980902445,0.86485652,0.510115738
0.73479263,0.763119742,0.749074382,0.9410113,0.643884859,0.822241778,0.983000014,0.927821975,0.992269311,0.983965111,0.866424599,0.460496541
0.727134267,0.75376217,0.762069267,0.939720919,0.6453019,0.836171324,0.978099499,0.927942436,0.998,0.97942884,0.858498552,0.483006711
0.710019807,0.760548457,0.758582276,0.939734211,0.644488714,0.84271961,0.98800001,0.925817888,0.995134686,0.977802467,0.855185071,0.506373878
0.728577832,0.758320316,0.758674902,0.944636157,0.645157717,0.855647857,0.988049779,0.919604521,0.99512646,0.980971467,0.86473594,0.494412179
0.71590213,0.768483743,0.767613453,0.941775968,0.649123631,0.831553097,0.992974852,0.919818502,0.992301975,0.977895272,0.858377793,0.504335578
0.691794733,0.760258242,0.753896457,0.930669715,0.643135987,0.82873934,0.998,0.926124137,0.986571405,0.980985117,0.864705482,0.466652925
0.732460956,0.761652157,0.761040193,0.943126967,0.645371995,0.829067702,0.983000014,0.921185654,0.989477251,0.974929166,0.859982052,0.431603785
0.711144427,0.75793688,0.766231877,0.939061334,0.6453441,0.828068788,0.993000005,0.920926672,0.992285703,0.973468613,0.858049908,0.408450599
0.729630748,0.762258217,0.759837073,0.9410113,0.644408904,0.829711254,0.98784772,0.932819706,0.989428554,0.982401323,0.866560975,0.520412441
0.718409339,0.758526787,0.758395892,0.943170598,0.647340618,0.822054739,0.99294952,0.922826272,0.998,0.96304841,0.861377695,0.509125109
0.716591398,0.757759556,0.763144177,0.943105032,0.648823283,0.839434321,0.998,0.927862268,0.986668561,0.974951935,0.85378758,0.544463749
0.727134267,0.758826539,0.754358631,0.943192294,0.64544823,0.836171324,0.983148489,0.934526187,0.998,0.979476821,0.863206366,0.518666382
0.708527664,0.76276426,0.757604939,0.939075043,0.64690902,0.822611983,0.978198026,0.931182902,0.998,0.976357055,0.863074759,0.462032075
0.714128117,0.764610454,0.769678575,0.941787829,0.64740958,0.842485006,0.99294952,0.934555274,0.995142851,0.973418605,0.871476212,0.538163002
0.717005173,0.759055897,0.758628648,0.941764107,0.647138021,0.826344247,0.977899526,0.927659433,0.978169952,0.977968526,0.855139473,0.466592606
0.725544492,0.762321695,0.757652265,0.939047625,0.646040283,0.846237059,0.992897962,0.924333792,0.995118175,0.97783978,0.845487931,0.490575726
0.718806008,0.76446329,0.76302014,0.945992401,0.6478559,0.838521774,0.978295539,0.930972498,0.992301975,0.973468613,0.853354314,0.484934028
0.72348539,0.760881051,0.76086579,0.944567134,0.648007117,0.829869444,0.987949763,0.931148153,0.995118175,0.97646023,0.869763294,0.460167165
0.734027425,0.765208468,0.757840317,0.938909581,0.649996243,0.836171324,0.98789898,0.936232668,0.989452992,0.977913689,0.855093697,0.538505431
0.725026707,0.759909794,0.767135841,0.944636157,0.648054204,0.84283566,0.993000005,0.929519754,0.995134686,0.974906277,0.866479436,0.452706094
0.720301131,0.763137921,0.759926599,0.943904927,0.649195335,0.836580808,0.998,0.930937033,0.995142851,0.97783978,0.869675019,0.488227065
0.730656663,0.761305556,0.758995694,0.945965698,0.649272523,0.826682086,0.98789898,0.934555274,0.99512646,0.977968526,0.858578363,0.504480834
0.736743907,0.761560425,0.764987451,0.941811492,0.649644099,0.83956116,0.99302486,0.929330807,0.986636374,0.977968526,0.855047801,0.557779546
0.713684241,0.765722856,0.755322915,0.941060891,0.646886192,0.829391654,0.99292383,0.917692762,0.998,0.983955872,0.861556211,0.48460507
0.706446747,0.757525787,0.751755279,0.939033916,0.647778593,0.852373774,0.987795923,0.936310928,0.992269311,0.971907985,0.861520746,0.463172074
0.708689074,0.761340782,0.763185304,0.943170598,0.649104379,0.819993074,0.973247502,0.930937033,0.989452992,0.977931988,0.855185071,0.505313571
0.713772754,0.757826075,0.764100951,0.943192294,0.650081954,0.81980228,0.992897962,0.929444533,0.992301975,0.974814188,0.858255842,0.526714499
0.731517593,0.762758121,0.759702128,0.941085568,0.647559605,0.819416876,0.992974852,0.92272858,0.992285703,0.971989763,0.866506675,0.46193033
0.714012126,0.762779102,0.756293696,0.93899261,0.65053787,0.836032982,0.982848499,0.93437938,0.995142851,0.977950287,0.860019842,0.494649227
0.727023522,0.76416491,0.751126808,0.940383306,0.648272655,0.826344247,0.99294952,0.936100524,0.992318187,0.977931988,0.855230549,0.528168972
0.716519991,0.762596711,0.756537419,0.943915238,0.648542545,0.832781489,0.98784772,0.929631572,0.989477251,0.977931988,0.861413637,0.521770771
0.719368974,0.756642088,0.758628648,0.941835036,0.651436112,0.835753377,0.988049779,0.936232668,0.992301975,0.977986705,0.858538547,0.460909064
0.732154767,0.761902198,0.764987451,0.939667752,0.650267921,0.826173599,0.98789898,0.924472433,0.989452992,0.979364168,0.86473594,0.533542092
0.728137414,0.762056872,0.766421062,0.944547346,0.649653039,0.842602725,0.987949763,0.941281777,0.99512646,0.976398539,0.850328603,0.510105069
0.709986369,0.766095385,0.763144177,0.940383306,0.653803966,0.836580808,0.99292383,0.926037412,0.992269311,0.971797836,0.864886442,0.505580063
0.728984396,0.756443724,0.767613453,0.942478707,0.651656411,0.839306648,0.968149279,0.929519754,0.989428554,0.979444873,0.864766219,0.514133628
0.72724388,0.763730451,0.767864865,0.943170598,0.651329539,0.835893686,0.988099013,0.926253241,0.995134686,0.977931988,0.871341684,0.512398656
0.734887461,0.760147854,0.768800479,0.944577088,0.649189911,0.825828905,0.978099499,0.936153691,0.989452992,0.976439726,0.866587976,0.516475554
0.717065553,0.760169014,0.764221471,0.943873813,0.650152765,0.839178081,0.983074639,0.929631572,0.99512646,0.977950287,0.859944084,0.493611272
0.718476275,0.763295218,0.759611648,0.941048493,0.649628303,0.836445267,0.983074639,0.927618425,0.995151017,0.982447636,0.866452077,0.543664928
0.741112927,0.76829116,0.772835594,0.94315969,0.65059372,0.849638398,0.993000005,0.936258834,0.992219661,0.974951935,0.860132495,0.464543219
0.733924369,0.762116894,0.768412989,0.946736982,0.650670908,0.838787015,0.99302486,0.929330807,0.995142851,0.977895272,0.863173643,0.489263411
0.712856988,0.767377063,0.770015699,0.942490091,0.6522642,0.835326786,0.988049779,0.922923248,0.986636374,0.977876854,0.85038189,0.512306924
0.726425687,0.760846957,0.763348979,0.941799631,0.648812912,0.822241778,0.99292383,0.928061646,0.998,0.977913689,0.866369405,0.436738069
0.720296959,0.761591002,0.765571219,0.948733738,0.651472948,0.836308773,0.983148489,0.931217533,0.992301975,0.977913689,0.868058184,0.493408616
0.72984753,0.762458488,0.75701676,0.943126967,0.649470828,0.832631583,0.983000014,0.924564045,0.992285703,0.974883389,0.859906057,0.460860904
0.708566407,0.762040064,0.754561108,0.941073229,0.64843025,0.85579663,0.973369453,0.924745422,0.992301975,0.979331505,0.866424599,0.475201066
0.738083402,0.76565741,0.759926599,0.937648048,0.648939929,0.835893686,0.982848499,0.937939208,0.995151017,0.976336253,0.866533855,0.509778197
0.713849525,0.758992955,0.769881767,0.941858521,0.651215694,0.835753377,0.982924614,0.926210325,0.995134686,0.974883389,0.866479436,0.526714499
0.73276339,0.760747656,0.766117376,0.946627607,0.650650762,0.849263067,0.978392158,0.928061646,0.998,0.977986705,0.855185071,0.471070226
0.743601541,0.763394102,0.769644481,0.941085568,0.651013575,0.835753377,0.983000014,0.932978552,0.992285703,0.97942884,0.86798332,0.525512631
0.743303339,0.754154727,0.749960047,0.942478707,0.649365566,0.829230244,0.988049779,0.932755452,0.992301975,0.979460847,0.861626783,0.493848677
0.719610969,0.765721246,0.764420551,0.943873813,0.649655364,0.839178081,0.987949763,0.932883602,0.995151017,0.976398539,0.859982052,0.525578793
0.720296959,0.757851407,0.765262288,0.941858521,0.651757024,0.84271961,0.978198026,0.927781504,0.99512646,0.97942884,0.871399739,0.490269895
0.725969235,0.768531546,0.779607516,0.947366228,0.651137374,0.816648598,0.99292383,0.929330807,0.995151017,0.974767697,0.866533855,0.444226082
0.717536191,0.757438704,0.763857466,0.94598352,0.648976825,0.82297724,0.99294952,0.922381442,0.992285703,0.980902445,0.860019842,0.51422226
0.716543297,0.760914191,0.754102987,0.940357676,0.649487517,0.832480664,0.982924614,0.922874849,0.992252861,0.980957758,0.863140801,0.479966457
0.72018979,0.763623044,0.762026828,0.945974638,0.651316426,0.836308773,0.993000005,0.929557186,0.992269311,0.983955872,0.868058184,0.481254275
0.733821134,0.764715895,0.769780499,0.949486842,0.651852868,0.832480664,0.992974852,0.931252044,0.992301975,0.974906277,0.869763294,0.498283918
0.733614008,0.765162512,0.758582276,0.939020147,0.653113685,0.842602725,0.992974852,0.929254275,0.995142851,0.968725931,0.866560975,0.521872099
0.727624754,0.758593902,0.756730419,0.944596818,0.653752766,0.829869444,0.983000014,0.931078237,0.992269311,0.971907985,0.866533855,0.515320595
0.708485345,0.75903587,0.757557553,0.943192294,0.652831278,0.842602725,0.98800001,0.930937033,0.992301975,0.974951935,0.866587976,0.502985652
0.726484994,0.759122416,0.764499587,0.945317795,0.653417252,0.852627809,0.998,0.931320768,0.992301975,0.976336253,0.863173643,0.529084142
0.739757935,0.755834266,0.768869978,0.947374156,0.654421053,0.843065496,0.987949763,0.932883602,0.995118175,0.979444873,0.861626783,0.515415962
0.732680301,0.760241315,0.766383392,0.944547346,0.651272915,0.845814819,0.982924614,0.932883602,0.992301975,0.977931988,0.863303879,0.533374842
0.73038582,0.764429077,0.767577213,0.941110184,0.651539646,0.849638398,0.99294952,0.927862268,0.998,0.973443639,0.866397062,0.518822725
0.725986699,0.764167711,0.7577465,0.936856797,0.653225265,0.829067702,0.977797959,0.926037412,0.995142851,0.979380381,0.859906057,0.400412972
0.720431308,0.753808662,0.747966927,0.942490091,0.651854537,0.849357898,0.983148489,0.932787638,0.992252861,0.982470584,0.861696878,0.519776817
0.712072054,0.759711548,0.76010434,0.94598352,0.652213178,0.838654871,0.987949763,0.926124137,0.989477251,0.973468613,0.866229811,0.474109824
0.743110696,0.759356901,0.761941773,0.945902934,0.653855286,0.842950995,0.988099013,0.936258834,0.992301975,0.983955872,0.871476212,0.492133732
0.731866638,0.759980008,0.76984809,0.945261469,0.654995881,0.849263067,0.992974852,0.934526187,0.989428554,0.983955872,0.861766496,0.452306922
0.740792553,0.764641091,0.762570721,0.943148782,0.655593715,0.82333761,0.978099499,0.925906103,0.986668561,0.977913689,0.861520746,0.543816324
0.718040446,0.763904735,0.76240508,0.946711948,0.65584024,0.838654871,0.998,0.926295918,0.989501391,0.982389641,0.868107656,0.500324543
0.735599975,0.762897953,0.764301401,0.942557862,0.653605006,0.84283566,0.983074639,0.927740973,0.995142851,0.977895272,0.868082979,0.487833198
0.738664488,0.759500846,0.770834964,0.946627607,0.652992509,0.823158021,0.99292383,0.927902382,0.992285703,0.976480675,0.868132332,0.485278721
0.722615937,0.767760202,0.76086579,0.944586923,0.653719268,0.822795208,0.998,0.929519754,0.995142851,0.976439726,0.860057512,0.520787652
0.752946893,0.764503762,0.768484157,0.943894556,0.652975164,0.84916764,0.983000014,0.927902382,0.998,0.973368239,0.863107839,0.535640235
0.743423978,0.757876381,0.767649573,0.946686795,0.653887055,0.835182602,0.983000014,0.932690721,0.998,0.979444873,0.863206366,0.501843925
0.72825561,0.75943236,0.754409414,0.945289662,0.654769383,0.82718044,0.998,0.931148153,0.992301975,0.979492736,0.871438065,0.483173724
0.749800304,0.755168423,0.759881896,0.944577088,0.651733778,0.836715515,0.992974852,0.929444533,0.995118175,0.976398539,0.861696878,0.558247502
0.71581165,0.764443621,0.767649573,0.940396121,0.656909964,0.84916764,0.99302486,0.926124137,0.995142851,0.974860382,0.863041618,0.471070226
0.729123632,0.762427434,0.770834964,0.940472653,0.654766343,0.835753377,0.983074639,0.929406744,0.983714257,0.982447636,0.863041618,0.4726029
0.735497216,0.758836254,0.765456003,0.945280304,0.656090401,0.846237059,0.98800001,0.931148153,0.992252861,0.971935344,0.871399739,0.485640223
0.735364596,0.766401931,0.765417439,0.943935862,0.655715249,0.845814819,0.98784772,0.934584242,0.992301975,0.980902445,0.863238969,0.482094164
0.748225609,0.761869237,0.768869978,0.943976929,0.656697474,0.849263067,0.99302486,0.926124137,0.995142851,0.979444873,0.858458439,0.537283416
0.724688152,0.759267673,0.761040193,0.948803415,0.654836736,0.84283566,0.983074639,0.926253241,0.995142851,0.97942884,0.878,0.535361822
0.731866638,0.766008958,0.767649573,0.94321399,0.656033299,0.838918264,0.99302486,0.932883602,0.99512646,0.97942884,0.868107656,0.539630826
0.725090424,0.763554141,0.767793459,0.947382083,0.657324753,0.839434321,0.988049779,0.934670609,0.992301975,0.980930161,0.866560975,0.495227273
0.733510176,0.757353887,0.766533536,0.946686795,0.653867326,0.849071498,0.998,0.926124137,0.992301975,0.970397425,0.861520746,0.541978295
0.733509282,0.761219308,0.755669755,0.943915238,0.657827161,0.836032982,0.998,0.934555274,0.992301975,0.975019884,0.864916244,0.44259816
0.713849525,0.759524092,0.767321211,0.945938876,0.654674015,0.832480664,0.983000014,0.918090206,0.998,0.983946633,0.863206366,0.492824133
0.729771833,0.763376757,0.764261466,0.939760616,0.655821524,0.842485006,0.993000005,0.931217533,0.986571405,0.973493528,0.868082979,0.485640223
0.710005383,0.76370798,0.771988791,0.946619144,0.654147647,0.852287884,0.98800001,0.934526187,0.995142851,0.980930161,0.863336185,0.497468229
0.725831131,0.762020454,0.766496104,0.945299079,0.656620882,0.839306648,0.987949763,0.936310928,0.995142851,0.98548944,0.868082979,0.46908396
0.713265459,0.772,0.764460128,0.946703544,0.656111441,0.826344247,0.993000005,0.934438389,0.995151017,0.976480675,0.864945927,0.507479306
0.731746594,0.758051559,0.764341217,0.945992401,0.657257698,0.839306648,0.983074639,0.929557186,0.99512646,0.980860603,0.863368431,0.517910536
0.735277037,0.758845135,0.769780499,0.945261469,0.657411538,0.856579001,0.993000005,0.936127167,0.992285703,0.979444873,0.8650345,0.518666382
0.740889768,0.759496316,0.762811583,0.943181446,0.657054565,0.852373774,0.983000014,0.929557186,0.989477251,0.976398539,0.864766219,0.486000236
0.726096729,0.760170862,0.76010434,0.945252051,0.65468385,0.849545534,0.98800001,0.931217533,0.992301975,0.975019884,0.863173643,0.539663251
0.733307044,0.763568267,0.770997804,0.945956757,0.657875679,0.839306648,0.978198026,0.926124137,0.998,0.979396593,0.864826539,0.508455391
0.731957177,0.760153934,0.770802182,0.940472653,0.656292341,0.845707412,0.99292383,0.934438389,0.995134686,0.979412746,0.863336185,0.477670725
0.735786537,0.762233838,0.764301401,0.948740771,0.656659148,0.84602737,0.988099013,0.926253241,0.989428554,0.982482028,0.866452077,0.479817803
0.736291389,0.764209017,0.758073074,0.944616487,0.655474267,0.832930381,0.998,0.936206442,0.995134686,0.980957758,0.866560975,0.501243051
0.743971805,0.767115697,0.762153727,0.945974638,0.655706308,0.849913235,0.968443368,0.931113225,0.989452992,0.980916333,0.864886442,0.489859636
0.753902952,0.760002002,0.76240508,0.943181446,0.658767066,0.852958496,0.998,0.93461315,0.989403997,0.982424569,0.869915047,0.503086443
0.730544607,0.763360306,0.770802182,0.939720919,0.657586239,0.845921452,0.98789898,0.934526187,0.995142851,0.974929166,0.868181327,0.479440387
0.731657485,0.760576114,0.769746584,0.936264148,0.658846758,0.836171324,0.983148489,0.936232668,0.986604009,0.979412746,0.856649199,0.539365704
0.742113153,0.759939596,0.773019057,0.947374156,0.658138357,0.842950995,0.993000005,0.926124137,0.992301975,0.983965111,0.858337262,0.499338861
0.750916461,0.757285639,0.764301401,0.946669927,0.657422564,0.835469956,0.983000014,0.936180096,0.992285703,0.980902445,0.860095063,0.473512705
0.738070587,0.764371857,0.767829221,0.945280304,0.657991908,0.83307826,0.988049779,0.937962454,0.998,0.982470584,0.868082979,0.545330162
0.74189494,0.755699441,0.772020143,0.943246355,0.657943986,0.838918264,0.973124359,0.932915311,0.986636374,0.980902445,0.865005055,0.509139891
0.739362935,0.763921782,0.765571219,0.943853011,0.658637784,0.839812274,0.983000014,0.932915311,0.986668561,0.977913689,0.871341684,0.480696733
0.745190243,0.761565253,0.766383392,0.942512741,0.658911071,0.86654001,0.993000005,0.938054662,0.995142851,0.974974644,0.869675019,0.521486516
0.718119601,0.758074567,0.758813006,0.945270886,0.656755112,0.848877246,0.998,0.939666014,0.995134686,0.980916333,0.863173643,0.48237228
0.742838303,0.761252388,0.763348979,0.94522368,0.656311295,0.829230244,0.988049779,0.937845331,0.995134686,0.980957758,0.863173643,0.527016874
0.737218181,0.757708296,0.765340072,0.94328933,0.659322641,0.849263067,0.98800001,0.92616735,0.986668561,0.979347896,0.864766219,0.544508751
0.73926721,0.762987301,0.770867687,0.945280304,0.66069927,0.839306648,0.987949763,0.937892419,0.998,0.973493528,0.868181327,0.508202131
0.753554265,0.768034801,0.773109835,0.950196972,0.65924897,0.849263067,0.98800001,0.934584242,0.992285703,0.977931988,0.868254223,0.502196546
0.741728882,0.762037083,0.766533536,0.946686795,0.659738682,0.845814819,0.988049779,0.927942436,0.989477251,0.98245914,0.868107656,0.522920962
0.740041892,0.761087164,0.759311598,0.94739001,0.659177087,0.845707412,0.968297039,0.937797945,0.989477251,0.983937335,0.853740075,0.48491561
0.729483465,0.755863771,0.769814354,0.943935862,0.658411465,0.845599289,0.983074639,0.932755452,0.998,0.979412746,0.868107656,0.528433021
0.730518977,0.758633777,0.772145015,0.946678331,0.658836029,0.836308773,0.983000014,0.926253241,0.995134686,0.980930161,0.861377695,0.527882929
0.743884782,0.756320223,0.764341217,0.943105032,0.658887289,0.849545534,0.977899526,0.931354981,0.989477251,0.977931988,0.871457198,0.502527173
0.736148457,0.756531462,0.75701676,0.943894556,0.657394133,0.832781489,0.983148489,0.929444533,0.992269311,0.976439726,0.868008354,0.487358447
0.739954273,0.758845374,0.770997804,0.950856915,0.659038506,0.852711375,0.998,0.943,0.995142851,0.977931988,0.868278363,0.554687853
0.731342236,0.757789716,0.768835288,0.938446751,0.661709688,0.832631583,0.993000005,0.936180096,0.998,0.980888557,0.856518248,0.532588597
0.729761581,0.757259473,0.76568566,0.947382083,0.662229202,0.856088038,0.988049779,0.939563554,0.995151017,0.980930161,0.859982052,0.542259093
0.729022662,0.753653034,0.773109835,0.942467382,0.657859228,0.828406389,0.982924614,0.929406744,0.992285703,0.968950581,0.851911762,0.515841599
0.741083662,0.761659786,0.76682983,0.943853011,0.660631142,0.852459068,0.987949763,0.934555274,0.989452992,0.98245914,0.869675019,0.495654579
0.745004694,0.760152265,0.769644481,0.94315969,0.659594796,0.836032982,0.998,0.929594439,0.998,0.980957758,0.863173643,0.537951704
0.730941574,0.756425187,0.764261466,0.944606652,0.660162471,0.842950995,0.983148489,0.932946962,0.998,0.983946633,0.864826539,0.494639512
0.734317879,0.762769446,0.774288577,0.949473908,0.659733496,0.84283566,0.998,0.941246253,0.995134686,0.979476821,0.863336185,0.541995163
0.751504759,0.757931933,0.772207004,0.942501416,0.659313105,0.84602737,0.988049779,0.93472765,0.992269311,0.977931988,0.866587976,0.52450424
0.738342146,0.757514164,0.76227985,0.944567134,0.660043083,0.839048619,0.978392158,0.926338535,0.986604009,0.976419163,0.861413637,0.503835316
0.741469304,0.759285912,0.77286635,0.948070934,0.659349642,0.836715515,0.998,0.937868934,0.998,0.980971467,0.86485652,0.500463064
0.738282541,0.756337747,0.756874067,0.943235567,0.659851752,0.838787015,0.983148489,0.939645689,0.995142851,0.985496294,0.861449459,0.487052675
0.749711017,0.757794484,0.76568566,0.946669927,0.66045507,0.826682086,0.98789898,0.939522069,0.995134686,0.985475612,0.858578363,0.509449776
0.75235943,0.761415586,0.76984809,0.944626322,0.66049274,0.816446598,0.987949763,0.936127167,0.992269311,0.980998766,0.860019842,0.525578793
0.753643493,0.768459722,0.763712031,0.941764107,0.660469554,0.822427507,0.988049779,0.921185654,0.998,0.977895272,0.869807044,0.519583817
0.746212105,0.761433884,0.775324327,0.948782613,0.657218836,0.832480664,0.983148489,0.936206442,0.992318187,0.983983469,0.874757507,0.473583515
0.745467226,0.757299885,0.768695754,0.945956757,0.659547291,0.849913235,0.982848499,0.936232668,0.992285703,0.979444873,0.866452077,0.488127823
