voip,file_transfer,chat,email,vpn_chat,vpn_voip,p2p,streaming,vpn_file_transfer,vpn_streaming,vpn_p2p,vpn_email
0.982321851,0.981924767,0.981526568,0.959091516,0.962238056,0.965410794,0.965704429,0.962211734,0.969214292,0.953526198,0.963519239,0.955294312
0.982067666,0.983737638,0.981718105,0.96206654,0.953100949,0.967201985,0.964526145,0.966893371,0.972717623,0.955746909,0.964538112,0.949691199
0.980307475,0.979945844,0.983824864,0.954755111,0.960207693,0.968202849,0.969093811,0.961905229,0.969486785,0.956974426,0.965805838,0.947444331
0.983552598,0.981616461,0.980935081,0.955792821,0.956355757,0.968577794,0.973718337,0.960393758,0.968956991,0.95775137,0.962839857,0.953796791
0.981964404,0.983829654,0.97931231,0.963147106,0.958291565,0.969016493,0.968567121,0.966555192,0.970421106,0.955366519,0.962877374,0.956589424
0.980927581,0.982161551,0.982701376,0.959395266,0.961340742,0.971993583,0.967983417,0.962370598,0.9712437,0.954680109,0.964409147,0.954142986
0.9837591,0.987334592,0.984769157,0.960424803,0.962601651,0.969429966,0.9694824,0.965301893,0.973781311,0.957217516,0.966034104,0.953784571
0.984897049,0.98329588,0.980732595,0.959879588,0.962909595,0.969803941,0.971345994,0.966102634,0.973276634,0.959418614,0.965613777,0.952568794
0.985398014,0.984665512,0.978820456,0.962506123,0.96075768,0.97226565,0.970886635,0.965016935,0.973356906,0.959672545,0.961443284,0.956506006
0.984763747,0.982923382,0.98525227,0.960221484,0.962485198,0.972801202,0.971117797,0.962925836,0.969580861,0.958560589,0.962088612,0.956135371
0.982605675,0.981406819,0.9812986,0.959744301,0.961259821,0.969038536,0.973402869,0.966588806,0.975571395,0.959385077,0.962909374,0.951588391
0.98193776,0.983456892,0.980875961,0.962486601,0.956101405,0.974683507,0.969961788,0.968341249,0.97136715,0.961086073,0.962012139,0.955569709
0.985660259,0.982538326,0.97951934,0.963772443,0.964892065,0.967960945,0.970091082,0.970245768,0.972497241,0.959062247,0.963386869,0.95710626
0.98445122,0.983818326,0.983829728,0.964854205,0.964358468,0.972203911,0.974277549,0.966686264,0.974003305,0.963258416,0.965220025,0.954034378
0.985748937,0.985123342,0.984063196,0.959844098,0.966499224,0.973991732,0.970713432,0.968540499,0.974627573,0.960359467,0.964731161,0.955385621
0.981426305,0.983035934,0.983660923,0.962560232,0.966762151,0.972429138,0.974531883,0.969057259,0.975518797,0.961055623,0.964799123,0.96056627
0.984646732,0.983438712,0.984473182,0.966676143,0.964917829,0.97451128,0.973549784,0.963894211,0.973334402,0.963536438,0.966570876,0.958272676
0.982054467,0.983076107,0.982949407,0.962623011,0.965536696,0.972790794,0.972200241,0.969564429,0.976331637,0.961599206,0.963418609,0.954758315
0.985193338,0.983674433,0.981869155,0.960655627,0.970513934,0.973885504,0.973049926,0.969708477,0.974609931,0.957226318,0.963209128,0.958723187
0.98627623,0.982000556,0.98199624,0.964887426,0.962933185,0.972793361,0.974722118,0.969079022,0.972959015,0.964944994,0.96301629,0.962718875
0.983043615,0.984784908,0.982708623,0.962306402,0.964065559,0.974279355,0.971642072,0.96936372,0.972421414,0.963835894,0.964871217,0.956987105
0.984578664,0.98498885,0.984568115,0.962193367,0.968417106,0.975176136,0.973378022,0.969561007,0.972968143,0.960883979,0.966949978,0.959282942
0.98696156,0.984825574,0.983546679,0.962038928,0.969764552,0.972813805,0.973177745,0.97026407,0.975981091,0.962716945,0.962276177,0.960604568
0.984505101,0.984325444,0.986716969,0.965299622,0.967379071,0.973353289,0.973637502,0.968305885,0.975940271,0.962486982,0.962791238,0.964266323
0.985047017,0.986209753,0.984037882,0.96965129,0.966444571,0.973959495,0.974993335,0.968918805,0.97435423,0.962065043,0.96505761,0.963285118
0.98310896,0.984873107,0.982973301,0.966256513,0.971014902,0.974089466,0.973061851,0.971378755,0.975348883,0.965188679,0.967517923,0.961249758
0.985102052,0.984424959,0.98282434,0.96673947,0.969717351,0.977931862,0.976247991,0.969410557,0.975411306,0.967100953,0.968841964,0.959599187
0.981320749,0.984167001,0.986849429,0.968722511,0.966492247,0.978444583,0.976769935,0.972266674,0.977833433,0.961885855,0.963875885,0.962843104
0.987272847,0.989157684,0.984710155,0.968752347,0.971936207,0.973740169,0.974814128,0.972275463,0.978172647,0.961567564,0.96379512,0.961085129
0.985823687,0.984541847,0.983261978,0.969023734,0.968601695,0.974137133,0.976107458,0.972416469,0.977227397,0.962407128,0.964090601,0.961832605
0.983653043,0.985752445,0.984213639,0.966314906,0.969117042,0.976860253,0.976859963,0.970724295,0.975963624,0.966901308,0.966366181,0.962799482
0.985933342,0.984625063,0.984430018,0.968549911,0.967881055,0.97634826,0.975272498,0.969260707,0.9756662,0.966784748,0.966504403,0.963305394
0.987351452,0.986574036,0.982973429,0.968377219,0.968133652,0.9804113,0.977672033,0.971584598,0.976872816,0.968101132,0.967452481,0.964217198
0.985690863,0.984871963,0.984033965,0.971468873,0.970811429,0.976554635,0.97713083,0.975778582,0.97541613,0.962829728,0.967170229,0.96361348
0.98691167,0.988375238,0.983679524,0.968233332,0.971052457,0.976044172,0.97592187,0.972474104,0.978381619,0.962302374,0.96536682,0.961928149
0.984682604,0.985392358,0.984746111,0.968374649,0.972426756,0.978922572,0.975223725,0.973441194,0.977931835,0.969917897,0.964020727,0.963713141
0.987398447,0.985701752,0.986081835,0.969648009,0.970525149,0.979829505,0.976943296,0.972131372,0.977572619,0.970004044,0.965269853,0.963750905
0.987060199,0.986199295,0.98583306,0.96758147,0.971572876,0.972622634,0.980851039,0.974412845,0.974395825,0.965360732,0.964574978,0.964760223
0.987340696,0.987280086,0.985804434,0.969338733,0.968395343,0.977276315,0.978661054,0.973631576,0.978052426,0.968405638,0.966042406,0.964818984
0.985607766,0.983413882,0.988245616,0.969334768,0.971728471,0.976307859,0.974957913,0.973606967,0.977895746,0.969517641,0.965950672,0.964659325
0.987276599,0.982222347,0.983418438,0.972157785,0.970829315,0.977768579,0.977154274,0.977628588,0.977714334,0.969435242,0.966180281,0.964277481
0.989350524,0.985933826,0.988205427,0.967450155,0.966800255,0.978644584,0.979235554,0.973151202,0.978492948,0.967249381,0.966424809,0.964709382
0.988226607,0.986152995,0.987936971,0.971966512,0.972238722,0.981158335,0.976284812,0.974481445,0.976638596,0.96990838,0.966384543,0.965876953
0.988451798,0.986454208,0.985636157,0.973191585,0.974655948,0.980812757,0.975995408,0.976103729,0.980818456,0.967731302,0.969178183,0.96459414
0.987848331,0.985752883,0.987350947,0.974260122,0.975622815,0.975926548,0.980989575,0.976538854,0.977834377,0.969758265,0.970476417,0.965008037
0.987504726,0.986736434,0.98494257,0.967983296,0.972937281,0.978288759,0.980529128,0.974463945,0.98079456,0.970600548,0.9671278,0.962344496
0.989905083,0.984419922,0.985480171,0.973613418,0.972936697,0.978480658,0.975734426,0.974513148,0.975484296,0.963990266,0.967931052,0.962989674
0.985371475,0.989040968,0.984232337,0.970918081,0.976593541,0.9793442,0.981047004,0.973168575,0.975278933,0.971100634,0.967097166,0.963606166
0.988265449,0.98856924,0.988087109,0.969906572,0.973079446,0.978477575,0.981011009,0.975691316,0.979518328,0.97323597,0.970300855,0.963772802
0.986956377,0.98571318,0.985227603,0.971249551,0.975578323,0.97813238,0.979404608,0.977323256,0.980042946,0.96938182,0.971537318,0.964479442
0.987039752,0.984557338,0.987876987,0.974579861,0.972660032,0.979768441,0.977656462,0.977635365,0.980949477,0.968703324,0.969593023,0.963343996
0.989185613,0.986720745,0.987588533,0.978861907,0.97466105,0.981012187,0.983403637,0.976649808,0.982245213,0.968769779,0.970395464,0.960689982
0.986292414,0.986459622,0.986775569,0.968507411,0.974497813,0.979349229,0.983250464,0.973541593,0.980951453,0.971551006,0.966428352,0.961330992
0.985094883,0.988652752,0.986000128,0.975066415,0.977733461,0.980475559,0.982515948,0.978129014,0.978494771,0.971599939,0.968222469,0.968020923
0.987144994,0.989296991,0.986482676,0.978306002,0.975354527,0.981440083,0.979991837,0.977672215,0.979154117,0.968127963,0.969145406,0.96286329
0.987051233,0.985431768,0.985712812,0.973639123,0.972477856,0.981557904,0.982492735,0.975507898,0.980594363,0.972929162,0.97201104,0.962955622
0.987337511,0.98671801,0.987639935,0.972068592,0.972926062,0.980492138,0.982403853,0.975709546,0.981292091,0.969571536,0.968854784,0.96598165
0.988960515,0.984924232,0.985617883,0.97736352,0.978165109,0.98163294,0.982206276,0.973632741,0.979654658,0.972141875,0.966060995,0.96625786
0.987402966,0.988490769,0.98769339,0.97552227,0.979060189,0.979026563,0.976603291,0.976514729,0.97924352,0.970070456,0.97213473,0.965339418
0.988484629,0.986527934,0.986702152,0.974648818,0.976084226,0.982524374,0.97833001,0.976633058,0.983688409,0.971551451,0.972236717,0.965069505
0.986663179,0.986955557,0.987247887,0.971943837,0.972328339,0.983140735,0.981357241,0.980373489,0.983262726,0.974240909,0.971200231,0.964231315
0.987675155,0.987979819,0.987211905,0.974750343,0.980360964,0.981349084,0.982613063,0.977519627,0.978539936,0.974207329,0.969143204,0.9656966
0.98980239,0.987262439,0.988742709,0.977446576,0.973893194,0.981581965,0.981548401,0.977087548,0.97961049,0.972050511,0.972432372,0.968277386
0.98932226,0.986828606,0.987856775,0.972439536,0.974836544,0.980022344,0.984481622,0.980496009,0.979581221,0.972784984,0.973082632,0.964661435
0.988165368,0.986500784,0.986884838,0.974638787,0.976598417,0.982335969,0.980631941,0.978755892,0.981500575,0.972992885,0.971475861,0.963794674
0.987395503,0.988479135,0.988865331,0.973053334,0.976927014,0.981086019,0.984814628,0.975317721,0.979727219,0.97519669,0.970680386,0.965426344
0.986388083,0.986984894,0.988646255,0.977320599,0.976813217,0.981030032,0.984819426,0.981603769,0.977863477,0.974134781,0.969417594,0.965939113
0.991811739,0.98582323,0.987417177,0.980128236,0.97636375,0.983331675,0.982990181,0.979168793,0.982659927,0.970719235,0.974445984,0.96625724
0.989847239,0.988678692,0.988612288,0.975238449,0.978029639,0.98075536,0.982300822,0.976875404,0.981641791,0.977151485,0.971878955,0.962021804
0.988993978,0.986602915,0.989753128,0.97613557,0.98104346,0.982635469,0.983379541,0.975696577,0.981639212,0.974943022,0.972660408,0.966318902
0.98977387,0.986457751,0.987877649,0.975382448,0.975130801,0.980607842,0.978968789,0.980755028,0.980062177,0.97474706,0.969151399,0.968068644
0.987687536,0.988020821,0.986745693,0.979132065,0.976289815,0.979438716,0.983135373,0.980026871,0.978803449,0.974619533,0.971038498,0.966034502
0.988620834,0.98695751,0.988280555,0.975034718,0.977681894,0.982730996,0.985078252,0.977999037,0.982151545,0.978405994,0.972344724,0.963920479
0.988834868,0.987645808,0.988950693,0.971846181,0.97759968,0.981762622,0.982096157,0.978391706,0.981223718,0.972910638,0.970916054,0.965821751
0.987512927,0.986399536,0.987529527,0.979038284,0.977902732,0.98324255,0.983253129,0.978725672,0.984609853,0.978199539,0.971127572,0.970995583
0.988387419,0.987320775,0.990099442,0.982337629,0.976735656,0.983640515,0.981246444,0.981791148,0.980881428,0.977014239,0.971626202,0.966134612
0.989737646,0.987741249,0.989084812,0.978843262,0.977483224,0.981947175,0.984585607,0.979253751,0.980720123,0.975751477,0.971751556,0.962833003
0.989216613,0.989292464,0.989487096,0.974236309,0.980454726,0.983465339,0.987736723,0.981256697,0.98347974,0.974895181,0.972784759,0.9695251
0.990137696,0.986820213,0.988517436,0.978458737,0.980024711,0.980891531,0.982142199,0.980623716,0.980803501,0.976146682,0.972590217,0.971811107
0.991738905,0.988721868,0.989669085,0.979774837,0.974581379,0.980870006,0.981361186,0.981860032,0.981433464,0.974451799,0.971044587,0.965752096
0.987276604,0.988636435,0.990669844,0.97796036,0.976335851,0.985749633,0.982841887,0.980296385,0.985002477,0.977730334,0.971814011,0.961636384
0.988706415,0.990267806,0.988635659,0.97802319,0.979288768,0.982901342,0.984141838,0.979709494,0.982713453,0.977786068,0.969376481,0.972212539
0.990192353,0.989479785,0.991660877,0.980515519,0.97688314,0.984786763,0.981045826,0.984850544,0.979685845,0.975226236,0.972039625,0.971032376
0.989307396,0.98584498,0.988342693,0.978587026,0.979572951,0.985054154,0.983030983,0.981884867,0.981342059,0.975028416,0.973204652,0.970686979
0.990152222,0.988997177,0.990375297,0.979375679,0.979754145,0.980363806,0.98244667,0.979484288,0.984614391,0.97926756,0.9729614,0.968865168
0.989504893,0.987937588,0.988170024,0.975810645,0.980543281,0.981196329,0.98612264,0.983493802,0.982189537,0.9771039,0.970482458,0.967618333
0.989706335,0.987955024,0.989275875,0.980140916,0.981735101,0.986324096,0.981607278,0.980375279,0.983095256,0.973332117,0.971635307,0.970366987
0.988227775,0.988378613,0.989589672,0.98000733,0.979702646,0.985532869,0.982790368,0.982064343,0.983300576,0.974167893,0.972211475,0.970252536
0.988827471,0.989749837,0.991005167,0.980434808,0.97895638,0.985802977,0.981022073,0.981057374,0.98325137,0.97849836,0.971946392,0.968460135
0.989447377,0.989012495,0.991222493,0.979206897,0.978943924,0.98245817,0.984383751,0.98078845,0.985711534,0.975854395,0.971310989,0.966293847
0.989849623,0.987806397,0.987055077,0.980261499,0.980478159,0.984413138,0.98553542,0.979077022,0.981774902,0.978988936,0.972996645,0.970152653
0.989216948,0.988396804,0.987034068,0.978653483,0.979527381,0.984899346,0.986201335,0.983158556,0.984097905,0.97496054,0.971827119,0.96711708
0.99201042,0.991653541,0.987813402,0.979538347,0.978773805,0.981317719,0.981810835,0.987647302,0.982154149,0.977862914,0.971227912,0.968539045
0.989575493,0.990999166,0.989250802,0.978886608,0.978470738,0.984802827,0.98455973,0.980874293,0.984002669,0.978510775,0.972941732,0.969112372
0.991540443,0.988269996,0.990389033,0.97785155,0.981864818,0.983697565,0.984947743,0.982225277,0.985011635,0.980951074,0.972006029,0.96852388
0.988515472,0.989483843,0.986483611,0.980723347,0.98007857,0.984346692,0.98788639,0.981458551,0.985885775,0.975211146,0.97253028,0.969580256
0.98940225,0.9888768,0.987261416,0.984217579,0.98412397,0.983146605,0.985010679,0.981671146,0.982014925,0.977597674,0.972474885,0.971029726
0.990576543,0.988932032,0.98830448,0.97918724,0.983051725,0.983275379,0.985371134,0.983491686,0.984606105,0.981682443,0.970992029,0.966902292
0.989830034,0.990398218,0.990291882,0.98241299,0.984886867,0.98470898,0.983973462,0.977476759,0.984775243,0.978407609,0.971343199,0.969482327
0.992549209,0.991846919,0.990982923,0.980615811,0.983393344,0.985056046,0.983475715,0.98456759,0.982939697,0.981216027,0.973537601,0.968304478
0.990287465,0.988429054,0.99149002,0.98171032,0.980607039,0.986779106,0.984223649,0.98319488,0.980083394,0.977034811,0.972947104,0.968817729
0.992038441,0.9887382,0.990769481,0.979984759,0.979714334,0.982734387,0.987933447,0.9866693,0.984652289,0.980894726,0.973063657,0.96774328
0.990465411,0.990626927,0.988301956,0.978485794,0.983257973,0.982385035,0.983704407,0.982117415,0.983315602,0.97861562,0.972439716,0.9701958
0.989830439,0.990856478,0.989697594,0.982460552,0.983102275,0.985509765,0.985361961,0.9816444,0.983551078,0.977798829,0.973423583,0.971526101
0.989651495,0.987863729,0.987720535,0.982643401,0.980936549,0.986549733,0.983177613,0.986481696,0.984620106,0.976958945,0.974271545,0.969227375
0.991455144,0.989250978,0.991408744,0.979910341,0.986079646,0.983931339,0.987150776,0.983916542,0.983619688,0.977462366,0.973155038,0.965411045
0.988616391,0.989478461,0.988539271,0.980699203,0.981717241,0.9839833,0.987458041,0.983870396,0.985523884,0.981440046,0.970651806,0.970020963
0.992572966,0.990933146,0.990821245,0.983194098,0.986886764,0.983134787,0.983545592,0.983568783,0.985872552,0.980219559,0.970206575,0.969213978
0.988738544,0.991748334,0.991512936,0.984364794,0.983078821,0.985324122,0.985320917,0.981246658,0.982867151,0.979817236,0.970797754,0.970743102
0.991239076,0.988272845,0.990585026,0.981174945,0.982320565,0.985782492,0.984117181,0.983524734,0.984195089,0.979960435,0.971761044,0.969001359
0.991397451,0.990501602,0.986927758,0.98434749,0.984938857,0.985670321,0.98656683,0.986783153,0.985698023,0.980863687,0.973890324,0.969938368
0.992308667,0.991244261,0.990242301,0.984346007,0.983296817,0.982838591,0.98547241,0.981437972,0.987866272,0.981973142,0.972195696,0.972434576
